,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
0,256265,1001,NIFTY 50,NIFTY 50,0.0,,0.0,0.0,0,EQ,INDICES,NSE
1,256777,1003,NIFTY MIDCAP 100,NIFTY MIDCAP 100,0.0,,0.0,0.0,0,EQ,INDICES,NSE
2,260105,1016,NIFTY BANK,NIFTY BANK,0.0,,0.0,0.0,0,EQ,INDICES,NSE
3,260617,1018,NIFTY 100,NIFTY 100,0.0,,0.0,0.0,0,EQ,INDICES,NSE
4,257033,1004,NIFTY DIV OPPS 50,NIFTY DIV OPPS 50,0.0,,0.0,0.0,0,EQ,INDICES,NSE
5,257289,1005,NIFTY COMMODITIES,NIFTY COMMODITIES,0.0,,0.0,0.0,0,EQ,INDICES,NSE
6,257545,1006,NIFTY CONSUMPTION,NIFTY CONSUMPTION,0.0,,0.0,0.0,0,EQ,INDICES,NSE
7,257801,1007,NIFTY FIN SERVICE,NIFTY FIN SERVICE,0.0,,0.0,0.0,0,EQ,INDICES,NSE
8,258825,1011,NIFTY50 PR 2X LEV,NIFTY50 PR 2X LEV,0.0,,0.0,0.0,0,EQ,INDICES,NSE
9,259081,1012,NIFTY50 PR 1X INV,NIFTY50 PR 1X INV,0.0,,0.0,0.0,0,EQ,INDICES,NSE
10,259337,1013,NIFTY50 TR 2X LEV,NIFTY50 TR 2X LEV,0.0,,0.0,0.0,0,EQ,INDICES,NSE
11,259593,1014,NIFTY50 TR 1X INV,NIFTY50 TR 1X INV,0.0,,0.0,0.0,0,EQ,INDICES,NSE
12,259849,1015,NIFTY IT,NIFTY IT,0.0,,0.0,0.0,0,EQ,INDICES,NSE
13,260873,1019,NIFTY MIDCAP 50,NIFTY MIDCAP 50,0.0,,0.0,0.0,0,EQ,INDICES,NSE
14,261129,1020,NIFTY REALTY,NIFTY REALTY,0.0,,0.0,0.0,0,EQ,INDICES,NSE
15,261385,1021,NIFTY INFRA,NIFTY INFRA,0.0,,0.0,0.0,0,EQ,INDICES,NSE
16,261641,1022,NIFTY ENERGY,NIFTY ENERGY,0.0,,0.0,0.0,0,EQ,INDICES,NSE
17,261897,1023,NIFTY FMCG,NIFTY FMCG,0.0,,0.0,0.0,0,EQ,INDICES,NSE
18,262153,1024,NIFTY MNC,NIFTY MNC,0.0,,0.0,0.0,0,EQ,INDICES,NSE
19,262409,1025,NIFTY PHARMA,NIFTY PHARMA,0.0,,0.0,0.0,0,EQ,INDICES,NSE
20,262665,1026,NIFTY PSE,NIFTY PSE,0.0,,0.0,0.0,0,EQ,INDICES,NSE
21,262921,1027,NIFTY PSU BANK,NIFTY PSU BANK,0.0,,0.0,0.0,0,EQ,INDICES,NSE
22,263177,1028,NIFTY SERV SECTOR,NIFTY SERV SECTOR,0.0,,0.0,0.0,0,EQ,INDICES,NSE
23,263433,1029,NIFTY AUTO,NIFTY AUTO,0.0,,0.0,0.0,0,EQ,INDICES,NSE
24,263689,1030,NIFTY METAL,NIFTY METAL,0.0,,0.0,0.0,0,EQ,INDICES,NSE
25,263945,1031,NIFTY MEDIA,NIFTY MEDIA,0.0,,0.0,0.0,0,EQ,INDICES,NSE
26,264457,1033,NIFTY 200,NIFTY 200,0.0,,0.0,0.0,0,EQ,INDICES,NSE
27,264713,1034,HANGSENG BEES-NAV,HANGSENG BEES-NAV,0.0,,0.0,0.0,0,EQ,INDICES,NSE
28,264969,1035,INDIA VIX,INDIA VIX,0.0,,0.0,0.0,0,EQ,INDICES,NSE
29,265225,1036,NIFTY50 DIV POINT,NIFTY50 DIV POINT,0.0,,0.0,0.0,0,EQ,INDICES,NSE
30,265737,1038,NIFTY200 QUALTY30,NIFTY200 QUALTY30,0.0,,0.0,0.0,0,EQ,INDICES,NSE
31,265993,1039,NIFTY ALPHA 50,NIFTY ALPHA 50,0.0,,0.0,0.0,0,EQ,INDICES,NSE
32,266249,1040,NIFTY MIDCAP 150,NIFTY MIDCAP 150,0.0,,0.0,0.0,0,EQ,INDICES,NSE
33,266505,1041,NIFTY MIDSML 400,NIFTY MIDSML 400,0.0,,0.0,0.0,0,EQ,INDICES,NSE
34,266761,1042,NIFTY SMLCAP 50,NIFTY SMLCAP 50,0.0,,0.0,0.0,0,EQ,INDICES,NSE
35,267017,1043,NIFTY SMLCAP 100,NIFTY SMLCAP 100,0.0,,0.0,0.0,0,EQ,INDICES,NSE
36,267273,1044,NIFTY SMLCAP 250,NIFTY SMLCAP 250,0.0,,0.0,0.0,0,EQ,INDICES,NSE
37,267529,1045,NIFTY50 VALUE 20,NIFTY50 VALUE 20,0.0,,0.0,0.0,0,EQ,INDICES,NSE
38,267785,1046,NIFTY100 LIQ 15,NIFTY100 LIQ 15,0.0,,0.0,0.0,0,EQ,INDICES,NSE
39,268041,1047,NIFTY 500,NIFTY 500,0.0,,0.0,0.0,0,EQ,INDICES,NSE
40,268297,1048,NIFTY CPSE,NIFTY CPSE,0.0,,0.0,0.0,0,EQ,INDICES,NSE
41,268553,1049,NIFTY GS 4 8YR,NIFTY GS 4 8YR,0.0,,0.0,0.0,0,EQ,INDICES,NSE
42,268809,1050,NIFTY GS 8 13YR,NIFTY GS 8 13YR,0.0,,0.0,0.0,0,EQ,INDICES,NSE
43,269065,1051,NIFTY GS 10YR,NIFTY GS 10YR,0.0,,0.0,0.0,0,EQ,INDICES,NSE
44,269321,1052,NIFTY GS 10YR CLN,NIFTY GS 10YR CLN,0.0,,0.0,0.0,0,EQ,INDICES,NSE
45,269577,1053,NIFTY GS 11 15YR,NIFTY GS 11 15YR,0.0,,0.0,0.0,0,EQ,INDICES,NSE
46,269833,1054,NIFTY GS 15YRPLUS,NIFTY GS 15YRPLUS,0.0,,0.0,0.0,0,EQ,INDICES,NSE
47,270089,1055,NIFTY GS COMPSITE,NIFTY GS COMPSITE,0.0,,0.0,0.0,0,EQ,INDICES,NSE
48,270345,1056,NIFTY GROWSECT 15,NIFTY GROWSECT 15,0.0,,0.0,0.0,0,EQ,INDICES,NSE
49,270601,1057,NIFTY MID LIQ 15,NIFTY MID LIQ 15,0.0,,0.0,0.0,0,EQ,INDICES,NSE
50,270857,1058,NIFTY NEXT 50,NIFTY NEXT 50,0.0,,0.0,0.0,0,EQ,INDICES,NSE
51,271113,1059,NIFTY PVT BANK,NIFTY PVT BANK,0.0,,0.0,0.0,0,EQ,INDICES,NSE
52,271625,1061,NIFTY50 EQL WGT,NIFTY50 EQL WGT,0.0,,0.0,0.0,0,EQ,INDICES,NSE
53,271881,1062,NIFTY100 EQL WGT,NIFTY100 EQL WGT,0.0,,0.0,0.0,0,EQ,INDICES,NSE
54,272137,1063,NIFTY100 LOWVOL30,NIFTY100 LOWVOL30,0.0,,0.0,0.0,0,EQ,INDICES,NSE
55,272393,1064,NIFTY100 QUALTY30,NIFTY100 QUALTY30,0.0,,0.0,0.0,0,EQ,INDICES,NSE
56,273673,1069,NIFTY ALPHALOWVOL,NIFTY ALPHALOWVOL,0.0,,0.0,0.0,0,EQ,INDICES,NSE
57,288009,1125,NIFTY MID SELECT,NIFTY MIDCAP SELECT (MIDCPNIFTY),0.0,,0.0,0.0,0,EQ,INDICES,NSE
58,288265,1126,NIFTY FINSRV25 50,NIFTY FINSRV25 50,0.0,,0.0,0.0,0,EQ,INDICES,NSE
59,288521,1127,NIFTY HEALTHCARE,NIFTY HEALTHCARE,0.0,,0.0,0.0,0,EQ,INDICES,NSE
60,288777,1128,NIFTY CONSR DURBL,NIFTY CONSR DURBL,0.0,,0.0,0.0,0,EQ,INDICES,NSE
61,289033,1129,NIFTY OIL AND GAS,NIFTY OIL AND GAS,0.0,,0.0,0.0,0,EQ,INDICES,NSE
62,289289,1130,NIFTY500 MULTICAP,NIFTY500 MULTICAP,0.0,,0.0,0.0,0,EQ,INDICES,NSE
63,289545,1131,NIFTY LARGEMID250,NIFTY LARGEMID250,0.0,,0.0,0.0,0,EQ,INDICES,NSE
64,289801,1132,NIFTY100ESGSECLDR,NIFTY100ESGSECLDR,0.0,,0.0,0.0,0,EQ,INDICES,NSE
65,290057,1133,NIFTY200MOMENTM30,NIFTY200MOMENTM30,0.0,,0.0,0.0,0,EQ,INDICES,NSE
66,290313,1134,NIFTY TOTAL MKT,NIFTY TOTAL MKT,0.0,,0.0,0.0,0,EQ,INDICES,NSE
67,290569,1135,NIFTY MICROCAP250,NIFTY MICROCAP250,0.0,,0.0,0.0,0,EQ,INDICES,NSE
68,290825,1136,NIFTY M150 QLTY50,NIFTY M150 QLTY50,0.0,,0.0,0.0,0,EQ,INDICES,NSE
69,291081,1137,NIFTY INDIA MFG,NIFTY INDIA MFG,0.0,,0.0,0.0,0,EQ,INDICES,NSE
70,291337,1138,NIFTY IND DIGITAL,NIFTY IND DIGITAL,0.0,,0.0,0.0,0,EQ,INDICES,NSE
71,291593,1139,NIFTY100 ESG,NIFTY100 ESG,0.0,,0.0,0.0,0,EQ,INDICES,NSE
72,294409,1150,NIFTY200 ALPHA 30,NIFTY200 ALPHA 30,0.0,,0.0,0.0,0,EQ,INDICES,NSE
73,294665,1151,NIFTYM150MOMNTM50,NIFTYM150MOMNTM50,0.0,,0.0,0.0,0,EQ,INDICES,NSE
74,294921,1152,NIFTY TATA 25 CAP,NIFTY TATA 25 CAP,0.0,,0.0,0.0,0,EQ,INDICES,NSE
75,295177,1153,NIFTY MULTI MFG,NIFTY MULTI MFG,0.0,,0.0,0.0,0,EQ,INDICES,NSE
76,295433,1154,NIFTY MULTI INFRA,NIFTY MULTI INFRA,0.0,,0.0,0.0,0,EQ,INDICES,NSE
77,295689,1155,NIFTY MIDSML HLTH,NIFTY MIDSML HLTH,0.0,,0.0,0.0,0,EQ,INDICES,NSE
78,257,1,GOLDSTAR-SM,GOLDSTAR POWER,0.0,,0.0,0.05,11250,EQ,NSE,NSE
79,1793,7,AARTIIND,AARTI INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
80,3073,12,56MH24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
81,3329,13,ABB,ABB INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
82,3585,14,656KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
83,4609,18,66RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
84,4865,19,STYRENIX,STYRENIX PERFORMANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
85,5121,20,66GA30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
86,5377,21,664UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
87,5633,22,ACC,ACC,0.0,,0.0,0.05,1,EQ,NSE,NSE
88,5889,23,67JK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
89,6401,25,ADANIENT,ADANI ENTERPRISES,0.0,,0.0,0.05,1,EQ,NSE,NSE
90,6657,26,67HR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
91,6913,27,GATECHDVR-BE,GACM TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
92,7425,29,667MH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
93,8193,32,679MP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
94,8705,34,ADORWELD,ADOR WELDING,0.0,,0.0,0.05,1,EQ,NSE,NSE
95,8961,35,677KA34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
96,9729,38,685AP36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
97,10241,40,AEGISCHEM,AEGIS LOGISTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
98,10497,41,687AP38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
99,10753,42,677WB40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
100,11777,46,SANWARIA-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
101,12289,48,HAPPSTMNDS,HAPPIEST MINDS TECHNO,0.0,,0.0,0.05,1,EQ,NSE,NSE
102,13057,51,RELIABLE-SM,RELIABLE DATA SERVICE,0.0,,0.0,0.05,2400,EQ,NSE,NSE
103,15873,62,605AS25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
104,16129,63,57BR24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
105,16641,65,663GJ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
106,17409,68,684TS40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
107,18433,72,665KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
108,18945,74,675KA33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
109,19457,76,667UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
110,20225,79,ALEMBICLTD,ALEMBIC,0.0,,0.0,0.05,1,EQ,NSE,NSE
111,20481,80,57MH24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
112,20737,81,BETA-SM,BETA DRUGS,0.0,,0.0,0.05,100,EQ,NSE,NSE
113,21249,83,67ML30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
114,22017,86,67NL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
115,22273,87,667RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
116,22785,89,67TR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
117,23553,92,668UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
118,24321,95,676MP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
119,25345,99,CMMIPL-ST,CMM INFRAPROJECTS,0.0,,0.0,0.05,3000,EQ,NSE,NSE
120,25601,100,ARE&M,AMARA RAJA ENERGY MOB,0.0,,0.0,0.05,1,EQ,NSE,NSE
121,26625,104,SHAREINDIA,SHARE IND. SECURITIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
122,29953,117,OMFURN-SM,OMFURN INDIA,0.0,,0.0,0.05,2400,EQ,NSE,NSE
123,32769,128,ROUTE,ROUTE MOBILE,0.0,,0.0,0.05,1,EQ,NSE,NSE
124,34817,136,ANDHRSUGAR,ANDHRA SUGARS,0.0,,0.0,0.05,1,EQ,NSE,NSE
125,36609,143,SRPL-BE,SHREE RAM PROTEINS,0.0,,0.0,0.05,1,EQ,NSE,NSE
126,36865,144,GODREJAGRO,GODREJ AGROVET,0.0,,0.0,0.05,1,EQ,NSE,NSE
127,38145,149,SGBSEP28VI-GB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
128,39425,154,APCOTEXIND,APCOTEX INDUSTRIES LIMITE,0.0,,0.0,0.05,1,EQ,NSE,NSE
129,39681,155,568MH24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
130,40193,157,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,0.0,,0.0,0.05,1,EQ,NSE,NSE
131,40449,158,67MH28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
132,40705,159,MILTON-SM,MILTON INDUSTRIES,0.0,,0.0,0.05,4400,EQ,NSE,NSE
133,41217,161,674UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
134,41729,163,APOLLOTYRE,APOLLO TYRES,0.0,,0.0,0.05,1,EQ,NSE,NSE
135,41985,164,68AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
136,42241,165,674GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
137,42497,166,ANDHRAPAP,ANDHRA PAPER,0.0,,0.0,0.05,1,EQ,NSE,NSE
138,42753,167,67GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
139,43521,170,67KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
140,43777,171,672RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
141,44289,173,673SK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
142,45825,179,669TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
143,46337,181,ARENTERP,RAJDARSHAN INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
144,46593,182,678KA32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
145,47105,184,TCPLPACK,TCPL PACKAGING,0.0,,0.0,0.05,1,EQ,NSE,NSE
146,47361,185,678MH32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
147,47617,186,850NHAI29-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
148,49153,192,875NHAI29-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
149,49409,193,ARVIND,ARVIND,0.0,,0.0,0.05,1,EQ,NSE,NSE
150,50945,199,MASFIN,MAS FINANCIAL SERV,0.0,,0.0,0.05,1,EQ,NSE,NSE
151,51457,201,UNIDT,UNITED DRILLING TOOLS,0.0,,0.0,0.05,1,EQ,NSE,NSE
152,51969,203,ASHAPURMIN,ASHAPURA MINECHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
153,52737,206,ASHIMASYN,ASHIMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
154,54273,212,ASHOKLEY,ASHOK LEYLAND,0.0,,0.0,0.05,1,EQ,NSE,NSE
155,56321,220,IEX,INDIAN ENERGY EXC,0.0,,0.0,0.05,1,EQ,NSE,NSE
156,60161,235,AAKASH,AAKASH EXPLORATION SER L,0.0,,0.0,0.05,1,EQ,NSE,NSE
157,60417,236,ASIANPAINT,ASIAN PAINTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
158,62721,245,ADL,ARCHIDPLY DECOR,0.0,,0.0,0.05,1,EQ,NSE,NSE
159,64001,250,SGBOCT25-GB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
160,65281,255,NIRAJ,NIRAJ CEMENT STRUC,0.0,,0.0,0.05,1,EQ,NSE,NSE
161,67329,263,ATUL,ATUL,0.0,,0.0,0.05,1,EQ,NSE,NSE
162,69121,270,CHEMCON,CHEMCON SPECIAL CHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
163,70401,275,AUROPHARMA,AUROBINDO PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
164,70913,277,GICRE,GENERAL INS CORP OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
165,71169,278,AUTOAXLES,AUTOMOTIVE AXLES,0.0,,0.0,0.05,1,EQ,NSE,NSE
166,72961,285,575AP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
167,73729,288,579KL24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
168,74497,291,69PY29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
169,75265,294,69AS30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
170,76033,297,683GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
171,76801,300,685KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
172,77313,302,685RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
173,77569,303,689GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
174,77825,304,SGBOCT25IV-GB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
175,78081,305,BAJAJHLDNG,BAJAJ HOLDINGS & INVS,0.0,,0.0,0.05,1,EQ,NSE,NSE
176,78337,306,69ML30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
177,78593,307,69UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
178,78849,308,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
179,79105,309,69UK30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
180,79617,311,697KA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
181,79873,312,TIINDIA,TUBE INVEST OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
182,80129,313,71MH32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
183,80385,314,696JK35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
184,80641,315,704WB35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
185,80897,316,705MZ35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
186,81153,317,BAJFINANCE,BAJAJ FINANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
187,81409,318,70AP39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
188,81665,319,695PN40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
189,82177,321,705HR40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
190,82433,322,694TS50-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
191,82945,324,ANGELONE,ANGEL ONE,0.0,,0.0,0.05,1,EQ,NSE,NSE
192,84481,330,VALIANTORG,VALIANT ORGANICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
193,85761,335,BALKRISIND,BALKRISHNA IND.,0.0,,0.0,0.05,1,EQ,NSE,NSE
194,86529,338,BALMLAWRIE,BALMER LAWRIE & CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
195,87297,341,BALRAMCHIN,BALRAMPUR CHINI MILLS,0.0,,0.0,0.05,1,EQ,NSE,NSE
196,87553,342,CAMS,COMPUTER AGE MNGT SER,0.0,,0.0,0.05,1,EQ,NSE,NSE
197,88833,347,BANARBEADS,BANARAS BEADS,0.0,,0.0,0.05,1,EQ,NSE,NSE
198,89601,350,BANARISUG,BANNARI AMMAN SUGARS,0.0,,0.0,0.05,1,EQ,NSE,NSE
199,90881,355,SGBOCT25V-GB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
200,91393,357,NAM-INDIA,NIPPON L I A M,0.0,,0.0,0.05,1,EQ,NSE,NSE
201,93697,366,ROML-BE,RAJ OIL MILLS,0.0,,0.0,0.05,1,EQ,NSE,NSE
202,94209,368,BASF,BASF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
203,94977,371,BATAINDIA,BATA INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
204,97281,380,BBTC,BOMBAY BURMAH TRADING COR,0.0,,0.0,0.05,1,EQ,NSE,NSE
205,97537,381,SINTERCOM,SINTERCOM INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
206,98049,383,BEL,BHARAT ELECTRONICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
207,98561,385,MAHLOG,MAHINDRA LOGISTIC,0.0,,0.0,0.05,1,EQ,NSE,NSE
208,100609,393,GLOBE,GLOBE TEXTILES (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
209,101121,395,BEML,BEML,0.0,,0.0,0.05,1,EQ,NSE,NSE
210,101889,398,SGBNOV25VI-GB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
211,102145,399,NIACL,THE NEW INDIA ASSU CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
212,103425,404,BERGEPAINT,BERGER PAINTS (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
213,106497,416,56RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
214,107009,418,604AS25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
215,107265,419,BEPL,BHANSALI ENG. POLYMERS LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
216,107521,420,672TN27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
217,108033,422,BHARATFORG,BHARAT FORGE,0.0,,0.0,0.05,1,EQ,NSE,NSE
218,108289,423,594CG25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
219,108801,425,KHADIM,KHADIM INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
220,109057,426,BHARATGEAR,BHARAT GEARS,0.0,,0.0,0.05,1,EQ,NSE,NSE
221,109313,427,681MH28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
222,109569,428,693JH30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
223,110081,430,692RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
224,110337,431,691AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
225,111617,436,IFGLEXPOR,IFGL REFRACTORIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
226,111873,437,691NL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
227,112129,438,BHEL,BHEL,0.0,,0.0,0.05,1,EQ,NSE,NSE
228,112385,439,691UP30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
229,112641,440,69GA30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
230,113921,445,5PAISA,5PAISA CAPITAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
231,114177,446,69HP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
232,114689,448,687MH30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
233,114945,449,686KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
234,116225,454,684GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
235,116993,457,715JK32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
236,117249,458,SGBNOV25-GB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
237,117761,460,707MP32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
238,119297,466,705MH32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
239,119553,467,HDFCLIFE,HDFC LIFE INS CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
240,119809,468,708KA34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
241,120065,469,71AP37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
242,120577,471,OSWALGREEN,OSWAL GREENTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
243,120833,472,709WB40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
244,121345,474,3MINDIA,3M INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
245,121601,475,703AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
246,122113,477,BIRLACABLE,BIRLA CABLE,0.0,,0.0,0.05,1,EQ,NSE,NSE
247,122881,480,BIRLACORPN,BIRLA CORPORATION,0.0,,0.0,0.05,1,EQ,NSE,NSE
248,123649,483,AISL-ST,ANI INTEGRATED SERV,0.0,,0.0,0.05,1200,EQ,NSE,NSE
249,125185,489,ICEMAKE,ICE MAKE REFRIGERAT,0.0,,0.0,0.05,1,EQ,NSE,NSE
250,126721,495,BLUEDART,BLUE DART EXPRESS,0.0,,0.0,0.05,1,EQ,NSE,NSE
251,127233,497,SGBNOV258-GB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
252,127489,498,903SFL28-YI,,0.0,,0.0,0.01,1,EQ,NSE,NSE
253,129793,507,PULZ-SM,PULZ ELECTRONICS,0.0,,0.0,0.05,1000,EQ,NSE,NSE
254,130305,509,MAZDOCK,MAZAGON DOCK SHIPBUIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
255,131329,513,BOMDYEING,BOMBAY DYEING & MFG. CO L,0.0,,0.0,0.05,1,EQ,NSE,NSE
256,133633,522,ICICIB22,ICICIPRAMC - BHARATIWIN,0.0,,0.0,0.01,1,EQ,NSE,NSE
257,134657,526,BPCL,BHARAT PETROLEUM CORP  LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
258,134913,527,UTIAMC,UTI ASSET MNGMT CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
259,135681,530,BPL,BPL,0.0,,0.0,0.05,1,EQ,NSE,NSE
260,138241,540,SGBNOV25IX-GB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
261,140033,547,BRITANNIA,BRITANNIA INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
262,141569,553,RELINFRA,RELIANCE INFRASTRUCTU,0.0,,0.0,0.05,1,EQ,NSE,NSE
